*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-31
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	4.000	5.28E-02	4.50E-02	1.91E-03	3.92E-03	2.15E-02
0.100	5.000	5.26E-02	4.68E-02	1.91E-03	2.89E-03	2.24E-02
0.100	7.000	5.24E-02	4.87E-02	1.91E-03	1.86E-03	2.34E-02
0.100	10.000	5.23E-02	5.00E-02	1.91E-03	1.16E-03	2.40E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M4-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.41E-01	1.15E-02	2.01E-03	1.15E-01	4.73E-03
0.100	0.100	2.05E-01	1.22E-02	2.01E-03	9.66E-02	5.08E-03
0.100	0.120	1.81E-01	1.29E-02	2.01E-03	8.41E-02	5.46E-03
0.100	0.130	1.72E-01	1.32E-02	2.01E-03	7.92E-02	5.62E-03
0.100	0.150	1.56E-01	1.39E-02	2.01E-03	7.11E-02	5.92E-03
0.100	0.180	1.39E-01	1.47E-02	2.01E-03	6.21E-02	6.36E-03
0.100	0.200	1.30E-01	1.53E-02	2.01E-03	5.75E-02	6.63E-03
0.100	0.250	1.14E-01	1.66E-02	2.01E-03	4.89E-02	7.30E-03
0.100	0.300	1.04E-01	1.78E-02	2.01E-03	4.29E-02	7.88E-03
0.100	0.400	8.96E-02	1.99E-02	2.01E-03	3.49E-02	8.93E-03
0.100	0.500	8.10E-02	2.18E-02	2.01E-03	2.96E-02	9.88E-03
0.100	0.600	7.52E-02	2.35E-02	2.01E-03	2.59E-02	1.07E-02
0.100	0.800	6.80E-02	2.65E-02	2.01E-03	2.08E-02	1.22E-02
0.100	1.000	6.37E-02	2.90E-02	2.01E-03	1.73E-02	1.35E-02
0.100	1.200	6.09E-02	3.13E-02	2.01E-03	1.48E-02	1.47E-02
0.100	1.400	5.89E-02	3.33E-02	2.01E-03	1.28E-02	1.57E-02
0.100	1.600	5.76E-02	3.51E-02	2.01E-03	1.12E-02	1.65E-02
0.100	1.800	5.66E-02	3.67E-02	2.01E-03	9.94E-03	1.73E-02
0.100	2.000	5.58E-02	3.81E-02	2.01E-03	8.85E-03	1.80E-02
0.100	2.500	5.46E-02	4.09E-02	2.01E-03	6.83E-03	1.95E-02
0.100	3.000	5.40E-02	4.30E-02	2.01E-03	5.47E-03	2.05E-02
0.100	4.000	5.34E-02	4.59E-02	2.01E-03	3.76E-03	2.19E-02
0.100	5.000	5.32E-02	4.76E-02	2.01E-03	2.79E-03	2.28E-02
0.100	7.000	5.30E-02	4.95E-02	2.01E-03	1.77E-03	2.37E-02
0.100	10.000	5.29E-02	5.07E-02	2.01E-03	1.10E-03	2.44E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.42E-01	1.34E-02	2.94E-03	1.14E-01	5.22E-03
0.100	0.100	2.06E-01	1.42E-02	2.94E-03	9.58E-02	5.65E-03
0.100	0.120	1.81E-01	1.50E-02	2.94E-03	8.32E-02	6.05E-03
0.100	0.130	1.72E-01	1.54E-02	2.94E-03	7.82E-02	6.25E-03
0.100	0.150	1.57E-01	1.62E-02	2.94E-03	7.02E-02	6.63E-03
0.100	0.180	1.39E-01	1.74E-02	2.94E-03	6.11E-02	7.21E-03
0.100	0.200	1.31E-01	1.80E-02	2.94E-03	5.64E-02	7.55E-03
0.100	0.250	1.15E-01	1.97E-02	2.94E-03	4.77E-02	8.36E-03
0.100	0.300	1.04E-01	2.11E-02	2.94E-03	4.16E-02	9.10E-03
0.100	0.400	9.07E-02	2.39E-02	2.94E-03	3.34E-02	1.05E-02
0.100	0.500	8.24E-02	2.64E-02	2.94E-03	2.80E-02	1.17E-02
0.100	0.600	7.69E-02	2.86E-02	2.94E-03	2.42E-02	1.28E-02
0.100	0.800	7.02E-02	3.25E-02	2.94E-03	1.89E-02	1.48E-02
0.100	1.000	6.64E-02	3.58E-02	2.94E-03	1.53E-02	1.64E-02
0.100	1.200	6.40E-02	3.87E-02	2.94E-03	1.27E-02	1.79E-02
0.100	1.400	6.25E-02	4.11E-02	2.94E-03	1.07E-02	1.91E-02
0.100	1.600	6.15E-02	4.31E-02	2.94E-03	9.16E-03	2.01E-02
0.100	1.800	6.08E-02	4.49E-02	2.94E-03	7.93E-03	2.10E-02
0.100	2.000	6.02E-02	4.64E-02	2.94E-03	6.92E-03	2.17E-02
0.100	2.500	5.95E-02	4.92E-02	2.94E-03	5.15E-03	2.31E-02
0.100	3.000	5.92E-02	5.12E-02	2.94E-03	3.98E-03	2.41E-02
0.100	4.000	5.88E-02	5.36E-02	2.94E-03	2.63E-03	2.53E-02
0.100	5.000	5.87E-02	5.49E-02	2.94E-03	1.92E-03	2.60E-02
0.100	7.000	5.87E-02	5.62E-02	2.94E-03	1.23E-03	2.66E-02
0.100	10.000	5.86E-02	5.71E-02	2.94E-03	7.76E-04	2.71E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.42E-01	1.70E-02	5.02E-03	1.13E-01	5.98E-03
0.100	0.100	2.07E-01	1.82E-02	5.02E-03	9.43E-02	6.58E-03
0.100	0.120	1.83E-01	1.93E-02	5.02E-03	8.16E-02	7.14E-03
0.100	0.130	1.73E-01	2.00E-02	5.02E-03	7.65E-02	7.47E-03
0.100	0.150	1.58E-01	2.11E-02	5.02E-03	6.84E-02	8.02E-03
0.100	0.180	1.41E-01	2.25E-02	5.02E-03	5.93E-02	8.74E-03
0.100	0.200	1.32E-01	2.36E-02	5.02E-03	5.44E-02	9.30E-03
0.100	0.250	1.17E-01	2.60E-02	5.02E-03	4.55E-02	1.05E-02
0.100	0.300	1.07E-01	2.83E-02	5.02E-03	3.92E-02	1.16E-02
0.100	0.400	9.38E-02	3.24E-02	5.02E-03	3.07E-02	1.37E-02
0.100	0.500	8.62E-02	3.60E-02	5.02E-03	2.51E-02	1.55E-02
0.100	0.600	8.14E-02	3.92E-02	5.02E-03	2.11E-02	1.71E-02
0.100	0.800	7.59E-02	4.46E-02	5.02E-03	1.57E-02	1.98E-02
0.100	1.000	7.31E-02	4.89E-02	5.02E-03	1.21E-02	2.19E-02
0.100	1.200	7.15E-02	5.23E-02	5.02E-03	9.63E-03	2.36E-02
0.100	1.400	7.06E-02	5.49E-02	5.02E-03	7.86E-03	2.49E-02
0.100	1.600	7.00E-02	5.70E-02	5.02E-03	6.52E-03	2.60E-02
0.100	1.800	6.97E-02	5.87E-02	5.02E-03	5.50E-03	2.68E-02
0.100	2.000	6.94E-02	6.00E-02	5.02E-03	4.70E-03	2.75E-02
0.100	2.500	6.91E-02	6.23E-02	5.02E-03	3.36E-03	2.87E-02
0.100	3.000	6.89E-02	6.38E-02	5.02E-03	2.53E-03	2.94E-02
0.100	4.000	6.88E-02	6.55E-02	5.02E-03	1.64E-03	3.02E-02
0.100	5.000	6.87E-02	6.63E-02	5.02E-03	1.20E-03	3.06E-02
0.100	7.000	6.87E-02	6.72E-02	5.02E-03	7.77E-04	3.11E-02
0.100	10.000	6.87E-02	6.77E-02	5.02E-03	5.11E-04	3.13E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.49E-01	3.70E-02	1.72E-02	1.06E-01	9.90E-03
0.100	0.100	2.15E-01	4.02E-02	1.72E-02	8.73E-02	1.15E-02
0.100	0.120	1.92E-01	4.32E-02	1.72E-02	7.43E-02	1.30E-02
0.100	0.130	1.83E-01	4.46E-02	1.72E-02	6.91E-02	1.37E-02
0.100	0.150	1.69E-01	4.74E-02	1.72E-02	6.06E-02	1.51E-02
0.100	0.180	1.54E-01	5.15E-02	1.72E-02	5.11E-02	1.72E-02
0.100	0.200	1.46E-01	5.40E-02	1.72E-02	4.61E-02	1.84E-02
0.100	0.250	1.33E-01	5.95E-02	1.72E-02	3.69E-02	2.11E-02
0.100	0.300	1.25E-01	6.44E-02	1.72E-02	3.05E-02	2.36E-02
0.100	0.400	1.17E-01	7.23E-02	1.72E-02	2.21E-02	2.76E-02
0.100	0.500	1.12E-01	7.84E-02	1.72E-02	1.68E-02	3.06E-02
0.100	0.600	1.10E-01	8.30E-02	1.72E-02	1.33E-02	3.29E-02
0.100	0.800	1.07E-01	8.96E-02	1.72E-02	8.88E-03	3.62E-02
0.100	1.000	1.06E-01	9.36E-02	1.72E-02	6.34E-03	3.82E-02
0.100	1.200	1.06E-01	9.64E-02	1.72E-02	4.78E-03	3.96E-02
0.100	1.400	1.06E-01	9.82E-02	1.72E-02	3.72E-03	4.05E-02
0.100	1.600	1.06E-01	9.96E-02	1.72E-02	2.99E-03	4.12E-02
0.100	1.800	1.06E-01	1.01E-01	1.72E-02	2.50E-03	4.17E-02
0.100	2.000	1.05E-01	1.01E-01	1.72E-02	2.10E-03	4.20E-02
0.100	2.500	1.05E-01	1.02E-01	1.72E-02	1.47E-03	4.26E-02
0.100	3.000	1.05E-01	1.03E-01	1.72E-02	1.13E-03	4.29E-02
0.100	4.000	1.05E-01	1.04E-01	1.72E-02	7.79E-04	4.33E-02
0.100	5.000	1.05E-01	1.04E-01	1.72E-02	5.85E-04	4.34E-02
0.100	7.000	1.05E-01	1.04E-01	1.72E-02	4.10E-04	4.36E-02
0.100	10.000	1.05E-01	1.05E-01	1.72E-02	2.97E-04	4.37E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.41E-01	1.05E-02	1.51E-03	1.15E-01	4.49E-03
0.100	0.100	2.05E-01	1.11E-02	1.51E-03	9.72E-02	4.80E-03
0.100	0.120	1.81E-01	1.17E-02	1.51E-03	8.46E-02	5.09E-03
0.100	0.130	1.71E-01	1.20E-02	1.51E-03	7.97E-02	5.23E-03
0.100	0.150	1.56E-01	1.25E-02	1.51E-03	7.17E-02	5.50E-03
0.100	0.180	1.39E-01	1.33E-02	1.51E-03	6.28E-02	5.87E-03
0.100	0.200	1.30E-01	1.38E-02	1.51E-03	5.81E-02	6.15E-03
0.100	0.250	1.14E-01	1.49E-02	1.51E-03	4.96E-02	6.69E-03
0.100	0.300	1.03E-01	1.59E-02	1.51E-03	4.36E-02	7.22E-03
0.100	0.400	8.91E-02	1.77E-02	1.51E-03	3.57E-02	8.10E-03
0.100	0.500	8.04E-02	1.93E-02	1.51E-03	3.06E-02	8.87E-03
0.100	0.600	7.45E-02	2.07E-02	1.51E-03	2.69E-02	9.57E-03
0.100	0.800	6.71E-02	2.31E-02	1.51E-03	2.20E-02	1.08E-02
0.100	1.000	6.24E-02	2.53E-02	1.51E-03	1.86E-02	1.19E-02
0.100	1.200	5.94E-02	2.72E-02	1.51E-03	1.61E-02	1.28E-02
0.100	1.400	5.73E-02	2.88E-02	1.51E-03	1.42E-02	1.37E-02
0.100	1.600	5.57E-02	3.04E-02	1.51E-03	1.27E-02	1.44E-02
0.100	1.800	5.45E-02	3.17E-02	1.51E-03	1.14E-02	1.51E-02
0.100	2.000	5.36E-02	3.29E-02	1.51E-03	1.03E-02	1.57E-02
0.100	2.500	5.21E-02	3.56E-02	1.51E-03	8.24E-03	1.70E-02
0.100	3.000	5.12E-02	3.76E-02	1.51E-03	6.80E-03	1.80E-02
0.100	4.000	5.03E-02	4.06E-02	1.51E-03	4.85E-03	1.95E-02
0.100	5.000	4.99E-02	4.25E-02	1.51E-03	3.69E-03	2.05E-02
0.100	7.000	4.96E-02	4.48E-02	1.51E-03	2.43E-03	2.16E-02
0.100	10.000	4.95E-02	4.65E-02	1.51E-03	1.52E-03	2.25E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M5-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.41E-01	1.05E-02	1.56E-03	1.15E-01	4.48E-03
0.100	0.100	2.05E-01	1.12E-02	1.56E-03	9.71E-02	4.84E-03
0.100	0.120	1.81E-01	1.18E-02	1.56E-03	8.46E-02	5.14E-03
0.100	0.130	1.71E-01	1.21E-02	1.56E-03	7.96E-02	5.28E-03
0.100	0.150	1.56E-01	1.27E-02	1.56E-03	7.16E-02	5.55E-03
0.100	0.180	1.39E-01	1.35E-02	1.56E-03	6.26E-02	5.97E-03
0.100	0.200	1.30E-01	1.40E-02	1.56E-03	5.80E-02	6.21E-03
0.100	0.250	1.14E-01	1.52E-02	1.56E-03	4.94E-02	6.79E-03
0.100	0.300	1.03E-01	1.62E-02	1.56E-03	4.35E-02	7.30E-03
0.100	0.400	8.92E-02	1.80E-02	1.56E-03	3.56E-02	8.21E-03
0.100	0.500	8.05E-02	1.96E-02	1.56E-03	3.05E-02	9.00E-03
0.100	0.600	7.46E-02	2.10E-02	1.56E-03	2.68E-02	9.71E-03
0.100	0.800	6.71E-02	2.35E-02	1.56E-03	2.18E-02	1.10E-02
0.100	1.000	6.26E-02	2.57E-02	1.56E-03	1.84E-02	1.21E-02
0.100	1.200	5.96E-02	2.76E-02	1.56E-03	1.60E-02	1.30E-02
0.100	1.400	5.74E-02	2.94E-02	1.56E-03	1.40E-02	1.39E-02
0.100	1.600	5.59E-02	3.09E-02	1.56E-03	1.25E-02	1.47E-02
0.100	1.800	5.47E-02	3.23E-02	1.56E-03	1.12E-02	1.54E-02
0.100	2.000	5.38E-02	3.36E-02	1.56E-03	1.01E-02	1.60E-02
0.100	2.500	5.24E-02	3.62E-02	1.56E-03	8.06E-03	1.73E-02
0.100	3.000	5.15E-02	3.83E-02	1.56E-03	6.59E-03	1.84E-02
0.100	4.000	5.06E-02	4.12E-02	1.56E-03	4.70E-03	1.98E-02
0.100	5.000	5.03E-02	4.32E-02	1.56E-03	3.56E-03	2.08E-02
0.100	7.000	5.01E-02	4.54E-02	1.56E-03	2.34E-03	2.19E-02
0.100	10.000	4.99E-02	4.70E-02	1.56E-03	1.46E-03	2.27E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.41E-01	1.17E-02	2.08E-03	1.15E-01	4.82E-03
0.100	0.100	2.05E-01	1.24E-02	2.08E-03	9.65E-02	5.18E-03
0.100	0.120	1.81E-01	1.32E-02	2.08E-03	8.40E-02	5.56E-03
0.100	0.130	1.72E-01	1.35E-02	2.08E-03	7.90E-02	5.72E-03
0.100	0.150	1.56E-01	1.42E-02	2.08E-03	7.10E-02	6.04E-03
0.100	0.180	1.39E-01	1.50E-02	2.08E-03	6.20E-02	6.48E-03
0.100	0.200	1.30E-01	1.56E-02	2.08E-03	5.74E-02	6.76E-03
0.100	0.250	1.14E-01	1.70E-02	2.08E-03	4.87E-02	7.44E-03
0.100	0.300	1.04E-01	1.82E-02	2.08E-03	4.27E-02	8.04E-03
0.100	0.400	8.97E-02	2.03E-02	2.08E-03	3.47E-02	9.12E-03
0.100	0.500	8.12E-02	2.23E-02	2.08E-03	2.94E-02	1.01E-02
0.100	0.600	7.54E-02	2.40E-02	2.08E-03	2.57E-02	1.10E-02
0.100	0.800	6.83E-02	2.71E-02	2.08E-03	2.06E-02	1.25E-02
0.100	1.000	6.40E-02	2.98E-02	2.08E-03	1.71E-02	1.38E-02
0.100	1.200	6.12E-02	3.21E-02	2.08E-03	1.46E-02	1.50E-02
0.100	1.400	5.93E-02	3.41E-02	2.08E-03	1.26E-02	1.60E-02
0.100	1.600	5.80E-02	3.59E-02	2.08E-03	1.10E-02	1.69E-02
0.100	1.800	5.70E-02	3.75E-02	2.08E-03	9.75E-03	1.77E-02
0.100	2.000	5.63E-02	3.89E-02	2.08E-03	8.68E-03	1.84E-02
0.100	2.500	5.52E-02	4.18E-02	2.08E-03	6.69E-03	1.99E-02
0.100	3.000	5.46E-02	4.39E-02	2.08E-03	5.36E-03	2.09E-02
0.100	4.000	5.40E-02	4.66E-02	2.08E-03	3.70E-03	2.23E-02
0.100	5.000	5.38E-02	4.83E-02	2.08E-03	2.76E-03	2.31E-02
0.100	7.000	5.37E-02	5.01E-02	2.08E-03	1.76E-03	2.40E-02
0.100	10.000	5.36E-02	5.13E-02	2.08E-03	1.12E-03	2.46E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.42E-01	1.35E-02	2.94E-03	1.14E-01	5.26E-03
0.100	0.100	2.06E-01	1.43E-02	2.94E-03	9.58E-02	5.69E-03
0.100	0.120	1.82E-01	1.51E-02	2.94E-03	8.32E-02	6.10E-03
0.100	0.130	1.72E-01	1.55E-02	2.94E-03	7.82E-02	6.30E-03
0.100	0.150	1.57E-01	1.63E-02	2.94E-03	7.01E-02	6.68E-03
0.100	0.180	1.40E-01	1.74E-02	2.94E-03	6.11E-02	7.22E-03
0.100	0.200	1.31E-01	1.82E-02	2.94E-03	5.64E-02	7.60E-03
0.100	0.250	1.15E-01	1.98E-02	2.94E-03	4.76E-02	8.42E-03
0.100	0.300	1.04E-01	2.13E-02	2.94E-03	4.15E-02	9.17E-03
0.100	0.400	9.08E-02	2.40E-02	2.94E-03	3.34E-02	1.05E-02
0.100	0.500	8.25E-02	2.65E-02	2.94E-03	2.80E-02	1.18E-02
0.100	0.600	7.70E-02	2.88E-02	2.94E-03	2.41E-02	1.29E-02
0.100	0.800	7.04E-02	3.27E-02	2.94E-03	1.88E-02	1.49E-02
0.100	1.000	6.65E-02	3.60E-02	2.94E-03	1.52E-02	1.65E-02
0.100	1.200	6.42E-02	3.89E-02	2.94E-03	1.27E-02	1.80E-02
0.100	1.400	6.27E-02	4.13E-02	2.94E-03	1.07E-02	1.92E-02
0.100	1.600	6.16E-02	4.33E-02	2.94E-03	9.15E-03	2.02E-02
0.100	1.800	6.10E-02	4.50E-02	2.94E-03	7.97E-03	2.10E-02
0.100	2.000	6.04E-02	4.65E-02	2.94E-03	6.97E-03	2.18E-02
0.100	2.500	5.97E-02	4.93E-02	2.94E-03	5.19E-03	2.32E-02
0.100	3.000	5.93E-02	5.12E-02	2.94E-03	4.06E-03	2.41E-02
0.100	4.000	5.90E-02	5.36E-02	2.94E-03	2.69E-03	2.53E-02
0.100	5.000	5.89E-02	5.50E-02	2.94E-03	1.98E-03	2.60E-02
0.100	7.000	5.88E-02	5.63E-02	2.94E-03	1.28E-03	2.67E-02
0.100	10.000	5.88E-02	5.72E-02	2.94E-03	8.03E-04	2.71E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.42E-01	1.71E-02	5.02E-03	1.13E-01	6.05E-03
0.100	0.100	2.07E-01	1.83E-02	5.02E-03	9.42E-02	6.64E-03
0.100	0.120	1.82E-01	1.95E-02	5.02E-03	8.15E-02	7.22E-03
0.100	0.130	1.73E-01	2.00E-02	5.02E-03	7.65E-02	7.49E-03
0.100	0.150	1.58E-01	2.11E-02	5.02E-03	6.83E-02	8.03E-03
0.100	0.180	1.41E-01	2.26E-02	5.02E-03	5.91E-02	8.81E-03
0.100	0.200	1.32E-01	2.36E-02	5.02E-03	5.44E-02	9.31E-03
0.100	0.250	1.17E-01	2.61E-02	5.02E-03	4.54E-02	1.05E-02
0.100	0.300	1.07E-01	2.84E-02	5.02E-03	3.91E-02	1.17E-02
0.100	0.400	9.37E-02	3.24E-02	5.02E-03	3.06E-02	1.37E-02
0.100	0.500	8.62E-02	3.61E-02	5.02E-03	2.50E-02	1.56E-02
0.100	0.600	8.14E-02	3.94E-02	5.02E-03	2.10E-02	1.72E-02
0.100	0.800	7.59E-02	4.48E-02	5.02E-03	1.56E-02	1.99E-02
0.100	1.000	7.31E-02	4.90E-02	5.02E-03	1.20E-02	2.20E-02
0.100	1.200	7.16E-02	5.24E-02	5.02E-03	9.60E-03	2.37E-02
0.100	1.400	7.07E-02	5.50E-02	5.02E-03	7.83E-03	2.50E-02
0.100	1.600	7.01E-02	5.71E-02	5.02E-03	6.51E-03	2.60E-02
0.100	1.800	6.97E-02	5.87E-02	5.02E-03	5.49E-03	2.69E-02
0.100	2.000	6.94E-02	6.00E-02	5.02E-03	4.70E-03	2.75E-02
0.100	2.500	6.91E-02	6.24E-02	5.02E-03	3.39E-03	2.87E-02
0.100	3.000	6.90E-02	6.38E-02	5.02E-03	2.60E-03	2.94E-02
0.100	4.000	6.89E-02	6.55E-02	5.02E-03	1.68E-03	3.02E-02
0.100	5.000	6.88E-02	6.63E-02	5.02E-03	1.25E-03	3.07E-02
0.100	7.000	6.88E-02	6.72E-02	5.02E-03	8.37E-04	3.11E-02
0.100	10.000	6.88E-02	6.77E-02	5.02E-03	5.55E-04	3.13E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.49E-01	3.71E-02	1.72E-02	1.06E-01	9.95E-03
0.100	0.100	2.15E-01	4.03E-02	1.72E-02	8.73E-02	1.15E-02
0.100	0.120	1.92E-01	4.33E-02	1.72E-02	7.42E-02	1.30E-02
0.100	0.130	1.83E-01	4.47E-02	1.72E-02	6.90E-02	1.38E-02
0.100	0.150	1.69E-01	4.76E-02	1.72E-02	6.06E-02	1.52E-02
0.100	0.180	1.54E-01	5.15E-02	1.72E-02	5.11E-02	1.71E-02
0.100	0.200	1.46E-01	5.41E-02	1.72E-02	4.61E-02	1.84E-02
0.100	0.250	1.33E-01	5.96E-02	1.72E-02	3.69E-02	2.12E-02
0.100	0.300	1.25E-01	6.45E-02	1.72E-02	3.05E-02	2.36E-02
0.100	0.400	1.17E-01	7.25E-02	1.72E-02	2.21E-02	2.76E-02
0.100	0.500	1.12E-01	7.84E-02	1.72E-02	1.68E-02	3.06E-02
0.100	0.600	1.10E-01	8.32E-02	1.72E-02	1.32E-02	3.30E-02
0.100	0.800	1.07E-01	8.97E-02	1.72E-02	8.87E-03	3.62E-02
0.100	1.000	1.06E-01	9.37E-02	1.72E-02	6.33E-03	3.83E-02
0.100	1.200	1.06E-01	9.65E-02	1.72E-02	4.76E-03	3.96E-02
0.100	1.400	1.06E-01	9.84E-02	1.72E-02	3.72E-03	4.06E-02
0.100	1.600	1.06E-01	9.97E-02	1.72E-02	3.00E-03	4.12E-02
0.100	1.800	1.06E-01	1.01E-01	1.72E-02	2.51E-03	4.17E-02
0.100	2.000	1.05E-01	1.01E-01	1.72E-02	2.12E-03	4.20E-02
0.100	2.500	1.05E-01	1.02E-01	1.72E-02	1.53E-03	4.26E-02
0.100	3.000	1.05E-01	1.03E-01	1.72E-02	1.17E-03	4.30E-02
0.100	4.000	1.05E-01	1.04E-01	1.72E-02	8.12E-04	4.33E-02
0.100	5.000	1.05E-01	1.04E-01	1.72E-02	6.40E-04	4.34E-02
0.100	7.000	1.05E-01	1.05E-01	1.72E-02	4.27E-04	4.36E-02
0.100	10.000	1.05E-01	1.05E-01	1.72E-02	3.06E-04	4.37E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.100	0.080	2.41E-01	9.87E-03	1.24E-03	1.16E-01	4.31E-03
0.100	0.100	2.05E-01	1.04E-02	1.24E-03	9.75E-02	4.60E-03
0.100	0.120	1.81E-01	1.10E-02	1.24E-03	8.50E-02	4.88E-03
0.100	0.130	1.71E-01	1.13E-02	1.24E-03	8.01E-02	5.01E-03
0.100	0.150	1.56E-01	1.18E-02	1.24E-03	7.20E-02	5.30E-03
0.100	0.180	1.39E-01	1.25E-02	1.24E-03	6.31E-02	5.65E-03
0.100	0.200	1.30E-01	1.30E-02	1.24E-03	5.86E-02	5.87E-03
0.100	0.250	1.14E-01	1.41E-02	1.24E-03	5.00E-02	6.41E-03
0.100	0.300	1.03E-01	1.50E-02	1.24E-03	4.41E-02	6.87E-03
0.100	0.400	8.91E-02	1.66E-02	1.24E-03	3.62E-02	7.67E-03
0.100	0.500	8.03E-02	1.80E-02	1.24E-03	3.11E-02	8.40E-03
0.100	0.600	7.44E-02	1.93E-02	1.24E-03	2.75E-02	9.02E-03
0.100	0.800	6.68E-02	2.15E-02	1.24E-03	2.27E-02	1.01E-02
0.100	1.000	6.21E-02	2.33E-02	1.24E-03	1.94E-02	1.10E-02
0.100	1.200	5.90E-02	2.50E-02	1.24E-03	1.70E-02	1.19E-02
0.100	1.400	5.67E-02	2.64E-02	1.24E-03	1.51E-02	1.26E-02
0.100	1.600	5.51E-02	2.78E-02	1.24E-03	1.37E-02	1.33E-02
0.100	1.800	5.38E-02	2.90E-02	1.24E-03	1.24E-02	1.39E-02
0.100	2.000	5.28E-02	3.01E-02	1.24E-03	1.13E-02	1.44E-02
0.100	2.500	5.11E-02	3.25E-02	1.24E-03	9.31E-03	1.56E-02
0.100	3.000	5.00E-02	3.44E-02	1.24E-03	7.80E-03	1.66E-02
0.100	4.000	4.89E-02	3.73E-02	1.24E-03	5.79E-03	1.80E-02
0.100	5.000	4.84E-02	3.93E-02	1.24E-03	4.51E-03	1.91E-02
